,4,6,8,10,12,14,16,18,20,22,24
0.55,0.0,0.12617777777777778,0.04208888888888889,0.013222222222222222,0.0037333333333333333,0.0008,0.00013333333333333334,0.0,0.0,0.0,0.0
0.56,0.0,0.13771111111111112,0.04877777777777778,0.014844444444444445,0.0044,0.0010666666666666667,0.00013333333333333334,0.0,0.0,0.0,0.0
0.57,0.0,0.14684444444444444,0.04995555555555556,0.016155555555555555,0.004333333333333333,0.001288888888888889,0.00017777777777777779,0.0,0.0,0.0,0.0
0.58,0.0,0.1538,0.05324444444444444,0.01802222222222222,0.004866666666666667,0.0011777777777777778,0.0002888888888888889,2.2222222222222223e-05,0.0,0.0,0.0
0.59,0.0,0.16066666666666668,0.057133333333333335,0.01911111111111111,0.005977777777777778,0.001288888888888889,0.0002,0.0,0.0,0.0,0.0
0.6,0.0,0.1756888888888889,0.06068888888888889,0.019822222222222224,0.006511111111111111,0.0015777777777777778,0.00024444444444444443,0.0,0.0,0.0,0.0
0.61,0.0,0.17986666666666667,0.06377777777777778,0.021466666666666665,0.007,0.0020666666666666667,0.0003111111111111111,2.2222222222222223e-05,0.0,0.0,0.0
0.62,0.0,0.1876,0.06544444444444444,0.02322222222222222,0.006977777777777778,0.0021555555555555555,0.0002666666666666667,4.4444444444444447e-05,0.0,0.0,0.0
0.63,0.0,0.198,0.07082222222222222,0.0244,0.007355555555555555,0.001911111111111111,0.0002666666666666667,0.0,0.0,0.0,0.0
0.64,0.0,0.20571111111111112,0.07266666666666667,0.0254,0.007866666666666666,0.0023333333333333335,0.00024444444444444443,2.2222222222222223e-05,0.0,0.0,0.0
0.65,0.0,0.21622222222222223,0.0762,0.026933333333333333,0.008577777777777778,0.002022222222222222,0.0003333333333333333,4.4444444444444447e-05,0.0,0.0,0.0
0.66,0.0,0.22164444444444445,0.0772888888888889,0.030111111111111113,0.009444444444444445,0.0023777777777777777,0.00035555555555555557,0.0,0.0,0.0,0.0
0.67,0.0,0.23266666666666666,0.0804,0.029377777777777777,0.01,0.0019333333333333333,0.0002,2.2222222222222223e-05,0.0,0.0,0.0
0.68,0.0,0.23555555555555555,0.08444444444444445,0.029977777777777777,0.009333333333333334,0.0023555555555555556,0.0003333333333333333,2.2222222222222223e-05,0.0,0.0,0.0
0.69,0.0,0.24633333333333332,0.08355555555555555,0.030533333333333332,0.010577777777777778,0.002688888888888889,0.00037777777777777777,0.0,0.0,0.0,0.0
0.7,0.0,0.246,0.08573333333333333,0.033133333333333334,0.0102,0.002266666666666667,0.0002,2.2222222222222223e-05,0.0,0.0,0.0
0.71,0.0,0.2589111111111111,0.0864,0.03375555555555555,0.010577777777777778,0.002488888888888889,0.0002888888888888889,0.0,0.0,0.0,0.0
0.72,0.0,0.2578666666666667,0.08973333333333333,0.034444444444444444,0.01151111111111111,0.0025555555555555557,0.00022222222222222223,2.2222222222222223e-05,0.0,0.0,0.0
0.73,0.0,0.26566666666666666,0.09122222222222222,0.034022222222222225,0.01151111111111111,0.002822222222222222,0.0003333333333333333,2.2222222222222223e-05,0.0,0.0,0.0
0.74,0.0,0.27084444444444444,0.09386666666666667,0.03562222222222222,0.011266666666666666,0.0020666666666666667,0.0002666666666666667,0.0,0.0,0.0,0.0
0.75,0.0,0.27182222222222224,0.09075555555555556,0.0358,0.011866666666666666,0.0017333333333333333,0.0002888888888888889,0.0,0.0,0.0,0.0
0.76,0.0,0.27444444444444444,0.09224444444444445,0.03626666666666667,0.012,0.002288888888888889,0.00035555555555555557,2.2222222222222223e-05,0.0,0.0,0.0
0.77,0.0,0.2754888888888889,0.09162222222222222,0.03602222222222222,0.011755555555555556,0.002022222222222222,0.0002,0.0,0.0,0.0,0.0
0.78,0.0,0.2792222222222222,0.09362222222222222,0.03831111111111111,0.011288888888888888,0.002577777777777778,0.00017777777777777779,2.2222222222222223e-05,0.0,0.0,0.0
0.79,0.0,0.2789333333333333,0.09375555555555555,0.03757777777777778,0.011933333333333334,0.0024,0.00017777777777777779,2.2222222222222223e-05,0.0,0.0,0.0
0.8,0.0,0.27684444444444445,0.09102222222222223,0.03917777777777778,0.013022222222222221,0.0016666666666666668,0.00017777777777777779,0.0,0.0,0.0,0.0
0.81,0.0,0.2706222222222222,0.092,0.03908888888888889,0.011977777777777778,0.0016444444444444445,8.888888888888889e-05,0.0,0.0,0.0,0.0
0.82,0.0,0.27257777777777775,0.08853333333333334,0.037733333333333334,0.012333333333333333,0.0013333333333333333,0.00022222222222222223,0.0,0.0,0.0,0.0
0.83,0.0,0.26568888888888886,0.08733333333333333,0.03877777777777778,0.012288888888888889,0.0016666666666666668,0.00011111111111111112,2.2222222222222223e-05,0.0,0.0,0.0
