,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36
0.55,0.0,0.2376,0.07907586206896551,0.02882758620689655,0.011737931034482759,0.00416551724137931,0.0016413793103448276,0.0003448275862068965,8.275862068965517e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56,0.0,0.2506344827586207,0.08496551724137931,0.03113103448275862,0.011406896551724138,0.0047448275862068965,0.0017379310344827585,0.00044137931034482757,0.00015172413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.57,0.0,0.2630896551724138,0.08831724137931035,0.032951724137931036,0.013655172413793104,0.005144827586206897,0.0018482758620689656,0.0004689655172413793,4.1379310344827587e-05,1.3793103448275862e-05,1.3793103448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.58,0.0,0.27860689655172416,0.09246896551724137,0.03375172413793103,0.013696551724137931,0.005724137931034483,0.0019724137931034485,0.0006758620689655173,0.0001793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59,0.0,0.2924551724137931,0.09635862068965517,0.034124137931034484,0.01433103448275862,0.005737931034482759,0.0024275862068965518,0.000689655172413793,9.655172413793103e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.30733793103448276,0.1022344827586207,0.03706206896551724,0.015848275862068967,0.00576551724137931,0.002579310344827586,0.0008689655172413793,0.0001793103448275862,2.7586206896551723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.61,0.0,0.31918620689655175,0.10460689655172414,0.03776551724137931,0.01619310344827586,0.006841379310344828,0.0021517241379310345,0.0005655172413793104,0.00011034482758620689,4.1379310344827587e-05,1.3793103448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.62,0.0,0.3357655172413793,0.10848275862068965,0.038524137931034486,0.01597241379310345,0.007020689655172414,0.0024275862068965518,0.0008413793103448276,0.0001793103448275862,2.7586206896551723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63,0.0,0.34831724137931036,0.10935172413793104,0.03953103448275862,0.015848275862068967,0.006372413793103448,0.002593103448275862,0.0007034482758620689,0.00023448275862068965,1.3793103448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64,0.0,0.3568551724137931,0.1135448275862069,0.04077241379310345,0.016303448275862067,0.007255172413793104,0.0025241379310344827,0.0008,0.00019310344827586207,0.0,1.3793103448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.37151724137931036,0.11342068965517241,0.040855172413793106,0.017020689655172415,0.007655172413793103,0.0024413793103448276,0.0009655172413793104,8.275862068965517e-05,2.7586206896551723e-05,1.3793103448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.66,0.0,0.38613793103448274,0.1156,0.04006896551724138,0.018055172413793102,0.0069793103448275865,0.0028689655172413793,0.000896551724137931,0.00016551724137931035,1.3793103448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.67,0.0,0.39623448275862067,0.11369655172413794,0.04235862068965517,0.017972413793103447,0.007324137931034483,0.002910344827586207,0.0009379310344827586,0.0001793103448275862,1.3793103448275862e-05,1.3793103448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.0,0.4031310344827586,0.11732413793103448,0.041641379310344825,0.017793103448275862,0.007172413793103448,0.002758620689655172,0.0005793103448275862,0.00012413793103448277,2.7586206896551723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.69,0.0,0.4152,0.1142896551724138,0.04132413793103448,0.018441379310344827,0.007296551724137931,0.002579310344827586,0.0007448275862068966,0.00015172413793103449,5.5172413793103446e-05,1.3793103448275862e-05,0.0,0.0,0.0,0.0,0.0,0.0
